FID,SHAPE,NAME,ADRESSE,BETREUUNG,ART,ART_TXT,SKZ,TELEFON,WEBLINK1,SE_SDO_ROWID,SE_ANNO_CAD_DATA
SCHULEOGD.631423,POINT (16.311081500513243 48.21909403738261),AHS Julius-Meinl-Gasse 2a,"16., Julius-Meinl-Gasse 2a",,6,Allgemeinbildende höhere Schule (privat),916036,01 485 05 14,,631423,
SCHULEOGD.631424,POINT (16.31071150217286 48.21912403675472),VS Julius-Meinl-Gasse 1,"16., Julius-Meinl-Gasse 1",,1,Volksschule (öffentlich),916041,01 4000 562 660,http://vs-julius-meinl-gasse.at,631424,
SCHULEOGD.631425,POINT (16.321281435624453 48.2083040824393),MS Brüßlgasse 18,"16., Brüßlgasse 18",,2,Mittelschule (öffentlich),916042,01 4000 562 600,http://www.nmsbruesslgasse.at,631425,
SCHULEOGD.631426,POINT (16.321451433162586 48.20742408664464),HS Brüßlgasse 18,"16., Herbststraße 86",,11,Sonstige (öffentlich),916042e,492 10 46,,631426,
SCHULEOGD.631427,POINT (16.321261435823473 48.20822408286043),VS Brüßlgasse 18,"16., Brüßlgasse 18",,1,Volksschule (öffentlich),916051,01 4000 99 562 670,http://volksschule-bruesslgasse-wien.ac.at/,631427,
SCHULEOGD.631428,POINT (16.306641520717683 48.2183440432652),MS Roterdstraße 1,"16., Roterdstraße 1",Ganztagsschule in verschränkter Abfolge,2,Mittelschule (öffentlich),916052,01 489 53 99,http://www.roterdstrasse.at,631428,
SCHULEOGD.631429,POINT (16.308141501419794 48.20911408613079),MS Wiesberggasse 7,"16., Wiesberggasse 7",,2,Mittelschule (öffentlich),916062,01 4000 562 620,http://wiesberggasse.schule.wien.at/unsere-schule/,631429,
SCHULEOGD.631430,POINT (16.329831391913753 48.20668408447557),VS Liebhartsgasse 19-21,"16., Liebhartsgasse 19-21",,1,Volksschule (öffentlich),916071,01 493 15 87,http://vs-liebhartsgasse.schule.wien.at/,631430,
SCHULEOGD.631431,POINT (16.30769150803634 48.212674070149376),VS Lorenz Mandl-Gasse 56-58,"16., Lorenz Mandl-Gasse 56-58",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),916081,01 4000 562 700,http://gtvs-ottakring.schule.wien.at/,631431,
SCHULEOGD.631432,POINT (16.309831506846443 48.21922403763362),VS Odoakergasse 48,"16., Odoakergasse 48",,1,Volksschule (öffentlich),916091,01 4000 562 710,http://kreativ-vs-odoakergasse.schule.wien.at/,631432,
SCHULEOGD.631433,POINT (16.332691383139352 48.210644063756774),VS Grundsteingasse 56,"16., Grundsteingasse 56",,1,Volksschule (öffentlich),916101,01 406 99 86-111,http://vs-grundstein.schule.wien.at/,631433,
SCHULEOGD.631434,POINT (16.318201450823633 48.207874086383015),Höhere Bundeslehranstalt für Mode und künstlerische Gestaltung,"16., Herbststraße 104",,9,Humanberufliche Schule (öffentlich),916419,01 492 09 70,http://www.herbststrasse.at/,631434,
SCHULEOGD.631435,POINT (16.313101481055913 48.211934070095495),Höhere Technische Bundeslehranstalt Wien West,"16., Thaliastraße 125",,7,Technische Schule (öffentlich),916447,01 491 11 0,www.htlwienwest.at,631435,
SCHULEOGD.631436,POINT (16.30992151594984 48.22596400485355),VS Halirschgasse 25,"17., Hernalser Hauptstraße 220-222",,11,Sonstige (öffentlich),917011e,01 486 12 59-410,,631436,
SCHULEOGD.631437,POINT (16.331321407526726 48.222944005859524),ASO Leopold-Ernst-Gasse 37,"17., Leopold-Ernst-Gasse 37",,3,Sonderschule (öffentlich),917013,01 4000 562 770,http://www.zis17.at/,631437,
SCHULEOGD.631438,POINT (16.331521398484863 48.21772403066535),VS Kindermanngasse 1,"17., Kindermanngasse 1",,1,Volksschule (öffentlich),917021,01 406 99 87-111,http://kindermanngasse.schule.wien.at/,631438,
SCHULEOGD.631439,POINT (16.336321372888428 48.216014036271595),MS Geblergasse 29-31,"17., Geblergasse 29-31",,2,Mittelschule (öffentlich),917022,01 4000 562 730,http://collegehernals.schule.wien.at/,631439,
SCHULEOGD.631440,POINT (16.327531415451215 48.215814042086315),GRg 17 Parhamerplatz 18,"17., Parhamerplatz 18",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),917026,01 486 34 07,http://www.parhamer.at/,631440,
SCHULEOGD.631441,POINT (16.291921611249304 48.2316539891388),VS Knollgasse 4-6,"17., Knollgasse 4-6",,1,Volksschule (öffentlich),917031,01 4000 562 880,http://knollgasse.schule.wien.at/,631441,
SCHULEOGD.631442,POINT (16.310151514204463 48.22587400488942),VS Knollgasse 4-6,"17., Hernalser Hauptstraße 220-222",,11,Sonstige (öffentlich),917031e,,,631442,
SCHULEOGD.631443,POINT (16.31897146569117 48.221754019537826),MS Redtenbachergasse 79,"17., Redtenbachergasse 79",,2,Mittelschule (öffentlich),917032,01 486 34 26,http://www.college17.at/,631443,
SCHULEOGD.631444,POINT (16.334021388645596 48.21941402121016),SHE Pezzlgasse 29,"17., Pezzlgasse 29",,3,Sonderschule (öffentlich),917033,01 405 72 77,http://www.heilstaettenschule.schule.wien.at,631444,
SCHULEOGD.631445,POINT (16.463970751579886 48.21850394492135),SHE Pezzlgasse 29,"22., Langobardenstraße 122 (Donauspital)",,11,Sonstige (öffentlich),917033e,01 288 02-4429,,631445,
SCHULEOGD.631446,POINT (16.281541561829346 48.15956433939025),SHE Pezzlgasse 29,"13., Riedelgasse 5-7 (Neuropsychiatrische Abteilung mit Behindertenzentrum)",,11,Sonstige (öffentlich),917033e,01 880 00-344,,631446,
SCHULEOGD.631447,POINT (16.39073107867947 48.19615409681855),SHE Pezzlgasse 29,"3., Juchgasse 25 (Krankenanstalt Rudolfstiftung)",,11,Sonstige (öffentlich),917033e,01 711 65-2636,,631447,
SCHULEOGD.631448,POINT (16.34435133367579 48.215944031858385),SHE Pezzlgasse 29,"9., Kinderspitalgasse 6 (St. Anna Kinderspital)",,11,Sonstige (öffentlich),917033e,01 401 70,,631448,
SCHULEOGD.631449,POINT (16.34502133638275 48.22048400905615),SHE Pezzlgasse 29,"9., Währinger Gürtel 18-20 (Universitäts-Kinderklinik)",,11,Sonstige (öffentlich),917033e,01 404 00-3159,,631449,
SCHULEOGD.631450,POINT (16.34502133617095 48.22024401044886),SHE Pezzlgasse 29,"9., Währinger Gürtel 18-20 (Kinder- und Jugendpsychiatrie)",,11,Sonstige (öffentlich),917033e,01 404 00-3446,,631450,
SCHULEOGD.631451,POINT (16.344731337787206 48.2204940092249),SHE Pezzlgasse 29,"9., Währinger Gürtel 18-20 (Tagesklinische Station für Psychosomatik)",,11,Sonstige (öffentlich),917033e,01 404 00-6267,,631451,
SCHULEOGD.631452,POINT (16.387111061606213 48.170234223195706),SHE Pezzlgasse 29,"10., Schrankenberggasse 31 (Preyer'sches Kinderspital)",,11,Sonstige (öffentlich),917033e,01 60 11 13-75130,,631452,
SCHULEOGD.631453,POINT (16.344101274633996 48.17300423685326),SHE Pezzlgasse 29,"12., Kundratstraße 37 (Meidlinger Unfallkrankenhaus)",,11,Sonstige (öffentlich),917033e,01 601 50-2821,,631453,
SCHULEOGD.631454,POINT (16.281191569567124 48.16386431908937),SHE Pezzlgasse 29,"13., Speisinger Straße 109 (Orthopädisches Spital Speising)",,11,Sonstige (öffentlich),917033e,01 801 82-1732,,631454,
SCHULEOGD.631455,POINT (16.27830164636966 48.20826410873125),SHE Pezzlgasse 29,"14., Baumgartner Höhe 1 - Pavillon 17",,11,Sonstige (öffentlich),917033e,01 910 60-51748,,631455,
SCHULEOGD.631456,POINT (16.30428152329334 48.211304078717646),SHE Pezzlgasse 29,"16., Montleartstraße 37 (Wilhelminenspital)",,11,Sonstige (öffentlich),917033e,01 491 50-2958,,631456,
SCHULEOGD.631457,POINT (16.38383116868067 48.236653907734),SHE Pezzlgasse 29,"20., Donaueschingenstraße 13 (Lorenz-Böhler-Unfallkrankenhaus)",,11,Sonstige (öffentlich),917033e,01 331 10-359,,631457,
SCHULEOGD.631458,POINT (16.3154013569016 48.130714455826975),SHE Pezzlgasse 29,"23., Akaziengasse 44-46 (JugendpsychiatrischeTagesklinik)",,11,Sonstige (öffentlich),917033e,01 699 23 19,,631458,
SCHULEOGD.631459,POINT (16.344741337181514 48.220234010877576),SHE Pezzlgasse 29,"9., Währinger Gürtel 18-20 (Universitätskliniken)",,11,Sonstige (öffentlich),917033e,01 40 400-6558,,631459,
SCHULEOGD.631460,POINT (16.387481199406327 48.27174373831623),SHE Pezzlgasse 29,"21., Kammelweg 10 (SOS-Kinderdorf-Familien-RAThaus)",,11,Sonstige (öffentlich),917033e,01 908 14 61,,631460,
SCHULEOGD.631461,POINT (16.334021388645596 48.21941402121016),"Höhere Schule im Spital (HIS) des Vereins für Individualpsychologie, Pezzlgasse 29","17., Pezzlgasse 29",,12,Statutschule (privat),917036,01 405 72 77,http://heilstaettenschule.schule.wien.at/,631461,
SCHULEOGD.631462,POINT (16.33387138878238 48.218954023735655),VS Rötzergasse 2-4,"17., Rötzergasse 2-4",,1,Volksschule (öffentlich),917041,01 409 12 20,http://www.roetzergasse.at,631462,
SCHULEOGD.631463,POINT (16.331841404912183 48.22293400590107),VS Rötzergasse 2-4,"17., Leopold-Ernst-Gasse 34",,11,Sonstige (öffentlich),917041e,,,631463,
SCHULEOGD.631464,POINT (16.33566137972756 48.2183540254529),KOMIT-Schule Bergsteiggasse 36-38,"17., Bergsteiggasse 36-38",,3,Sonderschule (privat),917063,01 408 81 22,http://www.institutkeil.at/,631464,
SCHULEOGD.631465,POINT (16.31030151356172 48.22580400532696),Sonderschule für sprachgestörte Kinder,"17., Hernalser Hauptstraße 220-222/II",,3,Sonderschule (öffentlich),917073,01 484 93 05-311,http://lernwerkstattwienwest.weebly.com/,631465,
SCHULEOGD.631466,POINT (16.32734142438986 48.221054017229726),Höhere Bundes-Lehr- und Versuchsanstalt für chemische Industrie,"17., Rosensteingasse 79",,13,Zentrallehranstalt (öffentlich),917417,01 486 14 89,http://www.hblva17.ac.at,631466,
SCHULEOGD.631467,POINT (16.33228139384757 48.216954033825544),Bundesschulen Kalvarienberg - Fachschulen und Aufbaulehrgang - Wirtschaft und Soziales,"17., Kalvarienberggasse 28",,9,Humanberufliche Schule (öffentlich),917429,01 406 67 26,http://www.k17.at,631467,
SCHULEOGD.631468,POINT (16.28820163482516 48.234853975718316),Franz Schubert Konservatorium für Musik des Herrn Prof. Karl Svec,"17., Neuwaldegger Straße 1",,12,Statutschule (öffentlich),917510,01 587 47 87,http://www.fsk.at/,631468,
SCHULEOGD.631469,POINT (16.324671455133387 48.23375395827017),VS Bischof-Faber-Platz 1,"18., Bischof-Faber-Platz 1",,1,Volksschule (öffentlich),918011,01 470 62 24-111,http://www.volksschule-bischof-faber-platz.at/,631469,
SCHULEOGD.631470,POINT (16.34842133325467 48.230213960876874),ASO Anastasius-Grün-Gasse 10,"18., Anastasius-Grün-Gasse 10",,3,Sonderschule (öffentlich),918013,01 4000 56061-0,http://agg.schule.wien.at/,631470,
SCHULEOGD.631471,POINT (16.35336130870338 48.22970395973542),ASO/SPZ Anastasius-Grün-Gasse 10,"9., Sobieskigasse 31",,11,Sonstige (öffentlich),918013e,,,631471,
SCHULEOGD.631472,POINT (16.334601395555367 48.22648398713427),PTS Schopenhauerstraße 81,"18., Schopenhauerstraße 79-81",,4,Polytechnische Schule (öffentlich),918014,01 470 61 10,http://www.pts18.at,631472,
SCHULEOGD.631473,POINT (16.35192133120447 48.2411239066613),PTS Schopenhauerstraße 81,"19., Pyrkergasse 16",,11,Sonstige (öffentlich),918014e,01 367 20 60,,631473,
SCHULEOGD.631474,POINT (16.354181269615324 48.20421408166292),PTS Schopenhauerstraße 81,"7., Burggasse 14-16",,11,Sonstige (öffentlich),918014e,01 523 62 22-93204,,631474,
SCHULEOGD.631475,POINT (16.348881329314455 48.22875396712749),pGRg 18  Semperstraße 45,"18., Semperstraße 45",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),918016,01 479 69 18-12,http://www.ams-wien.at/,631475,
SCHULEOGD.631476,POINT (16.33992137343283 48.228933971762274),VS Cottagegasse 17,"18., Cottagegasse 17",,1,Volksschule (öffentlich),918021,01 470 58 32-111,http://cottagegasse.schule.wien.at/,631476,
SCHULEOGD.631477,POINT (16.335051393277343 48.22627398751896),MS Schopenhauerstraße 79,"18., Schopenhauerstraße 79",,2,Mittelschule (öffentlich),918022,01 470 61 18,http://www.schop79.at/,631477,
SCHULEOGD.631478,POINT (16.331031416508072 48.228983977815254),ZIS Währinger Straße 173-181/I,"18., Währinger Straße 173-181/I",Ganztagsschule in getrennter Abfolge,3,Sonderschule (öffentlich),918023,01 479 11 76-312,http://www.hansradlschule.at/,631478,
SCHULEOGD.631479,POINT (16.328451429730045 48.22914397806586),pRgORg 18 Scheidlstraße 2,"18., Scheidlstraße 2",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),918026,01 479 84 94,http://www.marianum.at,631479,
SCHULEOGD.631480,POINT (16.342311350140246 48.22052401115583),VS Klettenhofergasse 3,"18., Klettenhofergasse 3",,1,Volksschule (öffentlich),918031,01 406 44 80,http://vs-am-baumannpark.schule.wien.at/,631480,
SCHULEOGD.631481,POINT (16.333331399023663 48.224693996361864),PWMS Antonigasse 72 - Schulstiftung der Erzdiözese Wien,"18., Antonigasse 72",,2,Mittelschule (privat),918032,01 470 30 50,http://www.scww.at,631481,
SCHULEOGD.631482,POINT (16.33077141875523 48.22907397675501),SKÖ Währinger Straße 173-181/II,"18., Währinger Straße 173-181/II",Ganztagsschule in getrennter Abfolge,3,Sonderschule (öffentlich),918033,01 479 11 76-312,http://www.hansradlschule.at,631482,
SCHULEOGD.631483,POINT (16.334211398209153 48.226613986508106),G 18 Klostergasse 25,"18., Klostergasse 25",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),918036,01 479 21 27,http://www.klostergasse.at/,631483,
SCHULEOGD.631484,POINT (16.333571404741768 48.22966397289262),VS Köhlergasse 9,"18., Köhlergasse 9",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),918041,01 470 63 17-111,http://www.gtvs-koehlergasse.at/,631484,
SCHULEOGD.631485,POINT (16.33381140264905 48.22813397952864),PNMS  Lacknergasse 89,"18., Lacknergasse 89",,2,Mittelschule (privat),918042,01 479 21 80-33,http://schulelacknergasse.at/neue-mittelschule/,631485,
SCHULEOGD.631486,POINT (16.33937136609521 48.22197400585453),KOMIT-Schule Eduardgasse 3,"18., Eduardgasse 3",,12,Statutschule (privat),918043,01 408 81 22,http://www.institutkeil.at,631486,
SCHULEOGD.631487,POINT (16.338921372325615 48.22451399386167),Rg 18 Schopenhauerstraße 49,"18., Schopenhauerstraße 49",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),918046,01 405 53 81,http://www.rg18.ac.at/,631487,
SCHULEOGD.631488,POINT (16.317291495032183 48.23729394597164),VS Scheibenbergstraße 63,"18., Scheibenbergstraße 63",,1,Volksschule (öffentlich),918051,01 4000 562 910,http://scheibenberg.schule.wien.at/,631488,
SCHULEOGD.631489,POINT (16.340991361259096 48.224353992936514),PMS Schopenhauerstraße 44-46,"18., Schopenhauerstraße 44-46",,2,Mittelschule (privat),918052,01 406 11 73-15,http://www.dls18.at/,631489,
SCHULEOGD.631490,POINT (16.33946137555999 48.22928397072293),GRg 18 Haizingergasse 37,"18., Haizingergasse 37",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),918056,01 478 06 78,http://www.gwiku18.at,631490,
SCHULEOGD.631491,POINT (16.33890137406679 48.22543398918015),VS Schulgasse 57,"18., Schulgasse 57",,1,Volksschule (öffentlich),918061,01 406 99 89,http://schulgasse.schule.wien.at,631491,
SCHULEOGD.631492,POINT (16.348901329411472 48.22888396709513),PMS Semperstraße 45,"18., Semperstraße 45",,2,Mittelschule (privat),918062,01 479 19 13-21,http://www.ams-wien.at/,631492,
SCHULEOGD.631493,POINT (16.333741397495476 48.22449399764245),PVS Antonigasse 72,"18., Antonigasse 72",,1,Volksschule (privat),918071,01 470 30 50-13,http://www.schulzentrum-antonigasse.at,631493,
SCHULEOGD.631494,POINT (16.305991559357253 48.24291392621833),Rudolf Steiner Schule Pötzleinsdorf,"18., Geymüllergasse 1",,12,Statutschule (privat),918076,01 479 31 21,http://www.waldorfschule-poetzleinsdorf.at,631494,
SCHULEOGD.631495,POINT (16.333881401354034 48.228243979632566),PVS Lacknergasse 89,"18., Lacknergasse 89",,1,Volksschule (privat),918081,01 479 21 80-31,http://www.schulelacknergasse.at/volksschule/,631495,
SCHULEOGD.631496,POINT (16.33158141186451 48.22740398485207),Private MS der Frau Dr. Sigrid Schauberger,"18., Paulinengasse 16",,2,Mittelschule (privat),918082,01 470 46 00,http://www.ves.at,631496,
SCHULEOGD.631497,POINT (16.320281478963615 48.235943951042245),AMADEUS International School VIENNA,"18., Bastiengasse 36 - 38",,12,Statutschule (privat),918086,01 470 30 37 00,http://www.amadeus-vienna.com,631497,
SCHULEOGD.631498,POINT (16.331571411926934 48.22738398460348),"pORg 18, VES - Vienna European School","18., Paulinengasse 16a",,6,Allgemeinbildende höhere Schule (privat),918096,01 470 46 00,http://www.ves.at,631498,
SCHULEOGD.631499,POINT (16.339551364075902 48.22067401187315),PVS Schumanngasse 17,"18., Schumanngasse 17",,1,Volksschule (privat),918111,01 405 65 48,http://www.lutherschule.at,631499,
SCHULEOGD.631500,POINT (16.348931328914105 48.2290139659366),PVS Semperstraße 45,"18., Semperstraße 45/Eingang Michaelerstraße 12",,1,Volksschule (privat),918121,01 479 19 13,http://www.ams-wien.at,631500,
SCHULEOGD.631501,POINT (16.305931558652738 48.24262392816566),Rudolf Steiner Schule Pötzleinsdorf,"18., Geymüllergasse 1",,12,Statutschule (privat),918131,01 479 31 21,http://www.waldorfschule-poetzleinsdorf.at,631501,
SCHULEOGD.631502,POINT (16.341331359480282 48.22430399298733),PVS Schopenhauerstraße 44-46,"18., Schopenhauerstraße 44-46",,1,Volksschule (privat),918151,01 406 11 73-12,http://www.delasalle.at,631502,
SCHULEOGD.631503,POINT (16.33155141166802 48.22736398486237),Private VS des Herrn Dr. Christian Schauberger,"18., Paulinengasse 16 / Lacknergasse 57",,1,Volksschule (privat),918161,01 470 46 00,http://www.ves.at,631503,
SCHULEOGD.631504,POINT (16.328151431563395 48.229183978238005),PVS Scheidlstraße 2,"18., Scheidlstraße 2",,1,Volksschule (privat),918181,01 479 23 54 - 12,http://www.marianum.at,631504,
SCHULEOGD.631505,POINT (16.348891326820706 48.22665397729222),Werbeakademie - Fachlehrgang für Marktkommunikation des WIFI der Wirtschaftskammer Wien,"18., Währinger Gürtel 97",,8,Kaufmännische Schule (privat),918428,01 476 77-5250,http://www.werbeakademie.at,631505,
SCHULEOGD.631506,POINT (16.34885132558792 48.226473978495434),Werkmeisterschule für Berufstätige des Wirtschaftsförderungsinstitutes der Wirtschaftskammer Wien,"18., Währinger Gürtel 97",,7,Technische Schule (privat),918437,01 47677 5540,http://www.wifiwien.at,631506,
SCHULEOGD.631507,POINT (16.338831409998406 48.251523865355495),PPTS Alfred Wegener-Gasse 10-12,"19., Alfred Wegener-Gasse 10-12",,4,Polytechnische Schule (privat),919014,01 320 21 07-440,http://www.nls.at,631507,
SCHULEOGD.631508,POINT (16.341261378911106 48.23732393104548),Berufsschule für Brau- und Getränketechnik und für Destillateure,"19., Blaasstraße 29",,5,Berufsschule (privat),919015,01 479 69 24-12,http://www.oegi.at,631508,
SCHULEOGD.631509,POINT (16.348431340207487 48.23543393613603),G 19 Gymnasiumstraße 83,"19., Gymnasiumstraße 83",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),919016,01 368 88 85,http://www.g19.at,631509,
SCHULEOGD.631510,POINT (16.339141397800553 48.243993900728256),VS Flotowgasse 25,"19., Flotowgasse 25",,1,Volksschule (öffentlich),919021,01 4000 562 960,http://flotowgasse.schule.wien.at/,631510,
SCHULEOGD.631511,POINT (16.36331129891889 48.25762382050695),MS Oskar-Spiel-Gasse 3,"19., Oskar-Spiel-Gasse 3",,2,Mittelschule (öffentlich),919022,01 370 36 53-211,http://1190nmsosg.wordpress.com/,631511,
SCHULEOGD.631512,POINT (16.359571311969287 48.25394384061197),VS Grinzinger Straße 88,"19., Grinzinger Straße 88",,1,Volksschule (öffentlich),919031,01 4000 562 970,http://vbs-grinzing.schule.wien.at/,631512,
SCHULEOGD.631513,POINT (16.351561332884472 48.24111390687015),MS Pyrkergasse 14-16,"19., Pyrkergasse 14-16",,2,Mittelschule (öffentlich),919032,01 368 22 86-211,http://pyrkergasse.schule.wien.at/,631513,
SCHULEOGD.631514,POINT (16.331691445786394 48.252103866524294),PSO Stefan-Esders-Platz 1,"19., Stefan-Esders-Platz 1",,3,Sonderschule (privat),919033,01 320 31 89,http://www.clara-fey-schule.at/,631514,
SCHULEOGD.631515,POINT (16.352181328449028 48.24016391092613),VS Kreindlgasse 24,"19., Kreindlgasse 24",,1,Volksschule (öffentlich),919041,01 368 32 03,http://kreindlgasse.at,631515,
SCHULEOGD.631516,POINT (16.339361406526464 48.25123386580704),PMS Alfred-Wegener-Gasse 10-12,"19., Alfred-Wegener-Gasse 10-12",,2,Mittelschule (privat),919042,01 320 21 07-440,http://www.nls.at/grinz/ahs/,631516,
SCHULEOGD.631517,POINT (16.312931549728628 48.26125383496214),PSO Am Himmel-Gspöttgraben 5,"19., Am Himmel-Gspöttgraben 5",,3,Sonderschule (privat),919043,01 320 05 94 - 338,http://www.schule-am-himmel.at/,631517,
SCHULEOGD.631518,POINT (16.344801365859915 48.240373914747316),Rg 19 Krottenbachstraße 11-13,"19., Krottenbachstraße 11",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),919046,01 368 14 88,http://www.brg19.at,631518,
SCHULEOGD.631519,POINT (16.325791460905606 48.24234391674753),VS Krottenbachstraße 108,"19., Krottenbachstraße 108",,1,Volksschule (öffentlich),919051,01 320 56 05-111,http://krotti.schule.wien.at/,631519,
SCHULEOGD.631520,POINT (16.29626161876575 48.252043889262985),VS Krottenbachstraße 108,"19., Celtesgasse 2",,1,Volksschule (öffentlich),919051e,01 440 29 47,http://www.krotti.schule-wien.at,631520,
SCHULEOGD.631521,POINT (16.353751324660408 48.24254389843298),„Gymnasium“ und „Wirtschaftskundliches Realgymnasium“ des Vereins „Vereinigung von Ordensschulen“,"19., Hofzeile 22",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),919056,01 368 75 21-15,http://www.mariaregina-clarafey.at/ahs,631521,
SCHULEOGD.631522,POINT (16.339041414490506 48.255903844235704),VS Mannagettagasse 1,"19., Mannagettagasse 1",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),919061,0676 8118 56 411,http://vs-mannagettagasse.schule.wien.at/,631522,
SCHULEOGD.631523,POINT (16.338671410444316 48.2514238657418),pGRg 19 Alfred Wegener-Gasse 10-12,"19., Alfred-Wegener-Gasse 10-12",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),919066,01 320 21 07-550,http://www.nls.at/,631523,
SCHULEOGD.631303,POINT (16.337861319631738 48.182924192933555),"Berufsschule für Industrie, Finanzen und Transport","12., Längenfeldgasse 13-15",,5,Berufsschule (öffentlich),912065,01 59916-95361,http://www.bsift.at,631303,
SCHULEOGD.631304,POINT (16.32057137531478 48.16229430240429),VS Rothenburgstraße 1,"12., Rothenburgstraße 1",,1,Volksschule (öffentlich),912081,01 4000 562 190,http://www.rothenburgschule.at/,631304,
SCHULEOGD.631305,POINT (16.326301368393075 48.17783422417078),VS Ruckergasse 42,"12., Ruckergasse 42",,1,Volksschule (öffentlich),912091,01 4000 560 400,http://ruckergasse.schule.wien.at/,631305,
SCHULEOGD.631306,POINT (16.330161324546157 48.159804308061375),VS Am Schöpfwerk 27,"12., Am Schöpfwerk 27",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),912101,01 667 62 73-111,http://gtvs12.schule.wien.at/,631306,
SCHULEOGD.631307,POINT (16.305431453489657 48.16557429591659),VS Rohrwassergasse 2,"12., Rohrwassergasse 2",,1,Volksschule (öffentlich),912121,01 802 44 47,http://regenbogen.schule.wien.at/,631307,
SCHULEOGD.631308,POINT (16.33064135139115 48.18033420995434),Isma Private Gesamtschule Muhammad Asad Reschgasse 20-22,"12., Reschgasse 20-22",,12,Statutschule (privat),912131,01 235 08 08 08,http://www.is-ma.at,631308,
SCHULEOGD.631309,POINT (16.309491435509365 48.16705428686233),Privatschule Infinum Hetzendorferstraße 77,"12., Hetzendorfer Straße 77",,1,Volksschule (privat),912141,01 804 78 79,http://www.infinum.edupage.org,631309,
SCHULEOGD.631310,POINT (16.33480132661362 48.17726422215514),Fachschule der Stadt Wien für wirtschaftliche Berufe,"12., Dörfelstraße 1",,9,Humanberufliche Schule (privat),912419,01 59916-95035,http://www.fs12.at/,631310,
SCHULEOGD.631311,POINT (16.312401420555545 48.166514287392204),Bundeshandelsakademie und Bundeshandelsschule Wien 12 - International Business College Hetzendorf,"12., Hetzendorferstraße 66-68",,8,Kaufmännische Schule (öffentlich),912458,01 804 35 79,http://www.ibc.ac.at/,631311,
SCHULEOGD.631312,POINT (16.30830144002475 48.166134291985074),Modeschule der Stadt Wien im Schloss Hetzendorf,"12., Hetzendorfer Straße 79",,9,Humanberufliche Schule (privat),912469,01 4000 85710,http://www.modeschule.wien.gv.at,631312,
SCHULEOGD.631313,POINT (16.33178133408056 48.1716742500821),Richard Wagner Konservatorium des Herrn Mirza Kapetanovic,"12., Wienerbergstraße 28/EG",,12,Statutschule (privat),912510,0681 10775609,http://www.richard-wagner-konservatorium.at,631313,
SCHULEOGD.631314,POINT (16.33050135117719 48.18033420957416),BAFEP 12 Private Bundesbildungsanstalt für Elementarpädagogik,"12., Reschgasse 20-22",,10,Lehrerbildende mittlere und höhere Schulen (privat),912810,01 235 08 08 60,http://www.ikip.at,631314,
SCHULEOGD.631315,POINT (16.30142150045924 48.185204204607636),VS Am Platz 2,"13., Am Platz 2",,1,Volksschule (öffentlich),913011,01 4000 562 230,http://www.vsamplatz.at,631315,
SCHULEOGD.631316,POINT (16.29901151394265 48.18621420141907),Berufsschule der SPAR österreichische Warenhandels-AG - Private Spar Akademie Wien,"13., Hietzinger Hauptstraße 17",,5,Berufsschule (privat),913015,01 8771256-5111,http://www.spar.at,631316,
SCHULEOGD.631317,POINT (16.288561565694447 48.18631420759283),G 13 Fichtnergasse 15,"13., Fichtnergasse 15",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),913016,01 877 14 14-13,http://www.fichtnergasse.at,631317,
SCHULEOGD.631318,POINT (16.28485158819802 48.18956419450526),VS Auhofstraße 49,"13., Auhofsstraße 49",,1,Volksschule (öffentlich),913021,01 4000 562 240,http://geps13.schule.wien.at/,631318,
SCHULEOGD.631319,POINT (16.285171549956335 48.1638343172283),HS Veitingergasse 9,"13., Maygasse 25",,11,Sonstige (öffentlich),913022e,01 804 75 89-211,http://www.veitingergasse.at,631319,
SCHULEOGD.631320,POINT (16.261391711265915 48.19553418022983),SES Hackinger Kai 15,"13., Hackinger Kai 15",,3,Sonderschule (öffentlich),913023,01 4000 562 220,http://zis13.schule.wien.at/,631320,
SCHULEOGD.631321,POINT (16.314181359654015 48.12838446789325),SES Hackinger Kai 15,"23., Baslergasse 43",,11,Sonstige (öffentlich),913023e,01 609 12 59,,631321,
